Mono path[0] = '/home/sarath/Games/Hollow Knight/game/Hollow Knight_Data/Managed'
Mono config path = '/home/sarath/Games/Hollow Knight/game/Hollow Knight_Data/MonoBleedingEdge/etc'
Display 0 '0': 1920x1080 (primary device).
Desktop is 1920 x 1080 @ 144 Hz
[Vulkan init] extensions: count=19
[Vulkan init] extensions: name=VK_EXT_private_data, enabled=0
[Vulkan init] extensions: name=VK_EXT_provoking_vertex, enabled=0
[Vulkan init] extensions: name=VK_EXT_queue_family_foreign, enabled=0
[Vulkan init] extensions: name=VK_EXT_robustness2, enabled=0
[Vulkan init] extensions: name=VK_EXT_sample_locations, enabled=0
[Vulkan init] extensions: name=VK_EXT_sampler_filter_minmax, enabled=0
[Vulkan init] extensions: name=VK_EXT_scalar_block_layout, enabled=0
[Vulkan init] extensions: name=VK_EXT_separate_stencil_usage, enabled=0
[Vulkan init] extensions: name=VK_EXT_shader_atomic_float, enabled=0
[Vulkan init] extensions: name=VK_EXT_shader_demote_to_helper_invocation, enabled=0
[Vulkan init] extensions: name=VK_EXT_shader_image_atomic_int64, enabled=0
[Vulkan init] extensions: name=VK_EXT_shader_subgroup_ballot, enabled=0
[Vulkan init] extensions: name=VK_EXT_shader_subgroup_vote, enabled=0
[Vulkan init] extensions: name=VK_EXT_shader_viewport_index_layer, enabled=1
[Vulkan init] extensions: name=VK_EXT_subgroup_size_control, enabled=0
[Vulkan init] extensions: name=VK_EXT_texel_buffer_alignment, enabled=0
[Vulkan init] extensions: name=VK_EXT_tooling_info, enabled=0
[Vulkan init] extensions: name=VK_EXT_transform_feedback, enabled=0
[Vulkan init] extensions: name=VK_EXT_vertex_attribute_divisor, enabled=0
[Vulkan init] extensions: name=VK_EXT_vertex_input_dynamic_state, enabled=0
[Vulkan init] extensions: name=VK_EXT_ycbcr_2plane_444_formats, enabled=0
[Vulkan init] extensions: name=VK_EXT_ycbcr_image_arrays, enabled=0
[Vulkan init] extensions: name=VK_NV_clip_space_w_scaling, enabled=0
[Vulkan init] extensions: name=VK_NV_compute_shader_derivatives, enabled=0
[Vulkan init] extensions: name=VK_NV_corner_sampled_image, enabled=0
[Vulkan init] extensions: name=VK_NV_coverage_reduction_mode, enabled=0
[Vulkan init] extensions: name=VK_NV_cuda_kernel_launch, enabled=0
[Vulkan init] extensions: name=VK_NV_dedicated_allocation, enabled=0
[Vulkan init] extensions: name=VK_NV_dedicated_allocation_image_aliasing, enabled=0
[Vulkan init] extensions: name=VK_NV_device_diagnostic_checkpoints, enabled=0
[Vulkan init] extensions: name=VK_NV_device_diagnostics_config, enabled=0
[Vulkan init] extensions: name=VK_NV_device_generated_commands, enabled=0
[Vulkan init] extensions: name=VK_NV_fill_rectangle, enabled=0
[Vulkan init] extensions: name=VK_NV_fragment_coverage_to_color, enabled=0
[Vulkan init] extensions: name=VK_NV_fragment_shader_barycentric, enabled=0
[Vulkan init] extensions: name=VK_NV_fragment_shading_rate_enums, enabled=0
[Vulkan init] extensions: name=VK_NV_framebuffer_mixed_samples, enabled=0
[Vulkan init] extensions: name=VK_NV_geometry_shader_passthrough, enabled=0
[Vulkan init] extensions: name=VK_NV_inherited_viewport_scissor, enabled=0
[Vulkan init] extensions: name=VK_NV_linear_color_attachment, enabled=0
[Vulkan init] extensions: name=VK_NV_mesh_shader, enabled=0
[Vulkan init] extensions: name=VK_NV_ray_tracing, enabled=0
[Vulkan init] extensions: name=VK_NV_representative_fragment_test, enabled=0
[Vulkan init] extensions: name=VK_NV_sample_mask_override_coverage, enabled=0
[Vulkan init] extensions: name=VK_NV_scissor_exclusive, enabled=0
[Vulkan init] extensions: name=VK_NV_shader_image_footprint, enabled=0
[Vulkan init] extensions: name=VK_NV_shader_sm_builtins, enabled=0
[Vulkan init] extensions: name=VK_NV_shader_subgroup_partitioned, enabled=0
[Vulkan init] extensions: name=VK_NV_shading_rate_image, enabled=0
[Vulkan init] extensions: name=VK_NV_viewport_array2, enabled=0
[Vulkan init] extensions: name=VK_NV_viewport_swizzle, enabled=0
[Vulkan init] extensions: name=VK_NVX_binary_import, enabled=0
[Vulkan init] extensions: name=VK_NVX_image_view_handle, enabled=0
[Vulkan init] extensions: name=VK_NVX_multiview_per_view_attributes, enabled=0
Vulkan API version 1.1.0 (1.3.205 supported by driver, 1.1.0 requested)
Vulkan vendor=[NVIDIA] id=[10de]
Vulkan renderer=[NVIDIA GeForce GTX 1660 Ti] id=[2191]
Vulkan device type 2
Vulkan driverversion=[0x80cc01c0] uint=[-2134113856]
Vulkan PSO: Cache data successfully loaded [size=276662,path=/tmp/Team Cherry/Hollow Knight/vulkan_pso_cache.bin]
Begin MonoManager ReloadAssembly
- Completed reload, in  0.119 seconds
OnLevelWasLoaded was found on GameMap
This message has been deprecated and will be removed in a later version of Unity.
Add a delegate to SceneManager.sceneLoaded instead to get notifications after scene loading has completed

OnLevelWasLoaded was found on PlayMakerUnity2d
This message has been deprecated and will be removed in a later version of Unity.
Add a delegate to SceneManager.sceneLoaded instead to get notifications after scene loading has completed

requesting resize 1920 x 1080
Using native desktop resolution 1920 x 1080
requesting fullscreen 1920 x 1080 at 0 Hz
Desktop is 1920 x 1080 @ 144 Hz
InitializeOrResetSwapChain 1920x1080 hdr=0 samples=1
The class named 'ConfigManager' is abstract. The script class can't be abstract!

UnloadTime: 1.807842 ms
Graphics tier changed to High

No online subsystems packaged.

Discovered supported languages: DE, EN, ES, FR, IT, JA, KO, PT, RU, ZH

Unloading 5 Unused Serialized files (Serialized files now loaded: 0)
Loaded saved language code 'EN'

Restored language code 'EN'


Unloading 362 unused Assets to reduce memory usage. Loaded Objects now: 3824.
Total: 2.629454 ms (FindLiveObjects: 0.292007 ms CreateObjectMapping: 0.170622 ms MarkObjects: 1.905340 ms  DeleteObjects: 0.252825 ms)

Unloading 5 Unused Serialized files (Serialized files now loaded: 0)
Didn't need to wait for PlayerPrefs load.

UnloadTime: 8.422020 ms
DontDestroyOnLoad only works for root GameObjects or components on root GameObjects.

Performing automatic level start.

Game controller set to None.


Unloading 30 unused Assets to reduce memory usage. Loaded Objects now: 46220.
Total: 202.964344 ms (FindLiveObjects: 2.570718 ms CreateObjectMapping: 1.299187 ms MarkObjects: 198.860539 ms  DeleteObjects: 0.227613 ms)

Setting up 8 worker threads for Enlighten.
  Thread -> id: 7f38dc7fb640 -> priority: 1 
  Thread -> id: 7f38dbffa640 -> priority: 1 
  Thread -> id: 7f38db7f9640 -> priority: 1 
  Thread -> id: 7f38d97f8640 -> priority: 1 
  Thread -> id: 7f38d8ff7640 -> priority: 1 
  Thread -> id: 7f38d77f5640 -> priority: 1 
  Thread -> id: 7f38d6ff4640 -> priority: 1 
  Thread -> id: 7f38d67f3640 -> priority: 1 
Vulkan PSO: data extracted [new size=320142, old size=276662, incomplete=0]
Vulkan PSO: Failed to open pipeline cache data file for writing path[/tmp/Team Cherry/Hollow Knight/vulkan_pso_cache.bin]
Waiting on threads to park on joinable thread list timed out.
